B003QKS4Z4,Does this gizmo work with LED lamps? Phillips LED lightbuld in particular.,This works great.  I just wish it was Made in USA that is why it did not receive a full five stars from me.  I have used mine with both the CFL and LED type lightbulbs.  It works every time I open my closet doors!,Y,Y,,,
B003QKS4Z4,Does this gizmo work with LED lamps? Phillips LED lightbuld in particular.,This is literally a piece of junk.It's not sensitive at all it might flicker even with LED bulbs.it doesn't last long.I gave up after buying 3 of these and replaced with in-wall Lutron.,Y,Y,,,
B003QKS4Z4,Does this gizmo work with LED lamps? Phillips LED lightbuld in particular.,This product made me tossed out all the battery operated LED motion sensing lights.  I hate changing those batteries every couple of days and the LED light source is weak.  This First Alert product eliminated all of that.  You can use as bright a bulb as you'd like.  The motion sensor zone can be a bit tricky to set up.  But other reviewers have gone through the trouble of advising how to make the most out of this product.  I was so pleased with this product I purchased two more!,Y,N,,,
B003QKS4Z4,Does this gizmo work with LED lamps? Phillips LED lightbuld in particular.,Either I got a dud or this product doesn't work with LED bulbs although not sure why it wouldn't work with LED bulbs if that's the case; but either way this purchase was a waste of money in my case.UPDATE: it works just not behind glass.  Relocated to the back door (not behind glass) and it works great.  Worth buying.,Y,Y,,,
B003QKS4Z4,Does this gizmo work with LED lamps? Phillips LED lightbuld in particular.,I've had this gizmo in place for about one month and I thought I'd provide a report for those who want some details on performance.1.  This unit does NOT have a light sensor; that is it still turns on/off even in the daylight.  The product description is silent on this point my bad for not noticing.2.  The light stays on for about four minutes after activating; NOT adjustable.3.  Despite these quibbles I am pleased with the key factor: does it reliably sense movement at a reasonable distance?  YES.I needed to light a 3-car garage with a nine-foot ceiling.  There is already a duplex outlet in the ceiling; to test this unit I bought a simple adapterLeviton Mfg L10-00061-00I Ivory Outlet Adapter Bakelite Slimpakand plugged the whole thing in hoping the weight of this unit plus a bulb wouldn't simply fall out of the outlet.  So far so good (although I will admit to a safety string in case it comes loose).So performance: the light works reliably at a distance of 15 feet..... the situation is such that I can't test to see if it works any further away than that.  Interestingly it does not ALWAYS detect my German Shepherd but it triggers on humans of every size who are vertical.  The nine-foot ceiling may be the problem here.One other piece of info you won't find in the description.... the detection pattern is not completely circular .... it's shaped kind of like a figure-8 with a fat middle.  This unit is marked with two arrows 180 degrees apart indicating the direction of the longest range. My experience is that this unit triggers at 15-foot distance regardless of which way it's aimed.So now I'm going to install a permanent socket and get rid of that string.  Hope this information helps you.UPDATE: OK I've determined that the unit DOES reliably detect the German Shepherd but the range is about 10 feet.  I'm reasonably certain the range would be greater with an 8' ceiling.,Y,N,,,
B003QKS4Z4,Does this gizmo work with LED lamps? Phillips LED lightbuld in particular.,I'm using this sensor with an LED bulb PAR38 Dimmable LED Light Bulb 1200 Lumen 18W (85W) 3000K E26 Base and using it in a lamp base without the shade because we don't have an overhead bulb fixture and the ceiling is very high. The LED works perfectly with the sensor although we had to put the lamp base on the lower table since the sensor is designed to be facing down and didn't detect our movement when it was facing upward and placed on top of the refrigerator. Now the light comes on when we open the door from the house into the garage and turns off after 4 minutes of no movement.This provided a good solution to save on electricity. The four fluorescent bulbs plus ballasts probably took a lot more energy than the 18 watts that the LED bulb uses. Because we have a refrigerator in the garage we go out there fairly often and now we don't have to remember to turn the lights off. This sensor does it automatically for us.,Y,Y,,,
B003QKS4Z4,Does this gizmo work with LED lamps? Phillips LED lightbuld in particular.,The sensor works as advertised. Would be great for closets or other areas that are typically enclosed. Works well on my front porch which is roofed but open on one side. However a more convenient item for this particular application would have been one with an ambient light sensor so it would not turn the light on during the day. It is a bit long so in a 7 foot closet and a long bulb (like a CFL) it would hang down a bit on the low side perhaps even being in the way of upper shelves.,Y,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,Now my Mag light can outshine the five dollar LED lights that are sold everywhere today!  But it is the tough and long lasting performance you expect from a Mag lite and the bright white light of an LED.,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,It is not as bright as the latest Minimad LED or maglight factory LED but it is useful to extend the life of your d cell maglights. Buy a new maglight led otherwise.,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,The TerraLUX TLE-6EXB MiniStar5 140 Lumens Led Conversion Kit for 2-3 Cell C&D; MagLites is an excellent and cost effective upgrade to replace an incandescent bulb. I bought two of these bulbs and I am very happy with this purchase. After inserting the LED bulb into my MagLite I compared it with a MagLite that still contained an incandescent bulb and there was a significant improvement with the LED. The incandescent bulb gave off a weak dull yellowish light while the LED threw a much more powerful bright white light. There was really no comparison between the LED and the incandescent.Inserting the LED was very easy and can be completed within two minutes.1. Unscrew the flashlight head.2. Unscrew retaining collar and remove the incandescent bulb. Note: on one of my MagLites the retaining collar was on very tight and I needed to gently use a pair of pliers to loosen it.3. Insert the LED bulb into the socket.4. Screw the retaining collar back on.5. Replace the flashlight head.Simple and easy to upgrade to the LED bulb. When changing the bulb I also recommend that you take an extra 3-5 minutes to conduct basic maintenance on your MagLite. Remove the flashlight head and tailcap to clean the threads. It is not uncommon for dirt to get on the threads which can make turning the flashlight head difficult. Use a paper towel to wipe off any dirt or grime. I also recommend using a small amount of silicone based grease on the threads as a lubricant.Also remember that the MagLites will store an extra bulb in the tailcap. Do not throw away your incandescent bulb because you can use it as a backup bulb in case the LED malfunctions. Also following is a tip for those who will use this flashlight for camping or backpacking. The incandescent bulb can be used as a method for starting a fire if you don't have matches lighter firesteel or other means of lighting a fire. The way you do this is by breaking the glass on the bulb using caution not to break the bulbs filament. Now remove the flashlight head and insert the incandescent bulb back in the flashlight but do not replace the flashlight head. When you turn the light on the bulb filament will get hot and can ignite properly prepared tinder to start a fire.Overall I am very happy with the  TerraLUX LED conversion kit and will be purchasing more for my other MagLites.,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,I replaced the original Maglight bulb in my 2-D Cell Maglight flashlight. It was like a new flashlight! The light was noticeably brighter and whiter than the original incandescent bulb. And the battery drain is less so the batteries will last longer. It allows full use of the focusing capabilities of the Maglight.If you already own an older Maglight flashlight that still works this is a worthwhile upgrade for battery life and brightness for a bit less than buying a new LED Maglight flashlight. I hate throwing out perfectly good stuff so this was perfect for me.The Good:Great upgrade for light output over original incandescent bulb.Great upgrade for improved battery life when used for longer periods.Easy install.Needs Work:Price is too close to the cost of a new Maglight  LED flashlight needs to be lower.,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,I need to disclaim: I probably own 25 plus different LED flashlights. From the Uber Surefires to cheap $3 ebay ones.  I have played many hours in the dark with lights both with work & play (mostly play).  I am a member of several flashlight forums. I am what they call a flashaholic.I was looking to bring new life into my 20 plus year old 3 C Mag light that has been sitting in my tool box ever since the LED lights first came out. So one day at the store I saw the Niteize led drop in bulb for the Mag light.  I thought man what a cool idea to try. I had been looking to mod my Mag light anyway with minimum work. So I bought it.  I installed it and it was some what brighter than my original bulb. Even with fresh batteries it was a let down compared to my cheapest ebay LED. I had the bug and wanted more.So I found the TerraLUX.  The price is only a few bucks more than the Niteize LED. Wow is all I can say. It is superior deal to the Niteize junk.  Keep in mind you can still use the focus feature of your light.  This is cool.  There are only a few LED lights sold with focus. There are 2 other Mag Mods I plan on doing. One is the Bustacap tail end the other is a glass lens.  The plastic ones tend to scratch to easily. I think with these few mods you will breath new life into your old mag.Now I know you can get a brighter & smaller light cheaper than modding the old one. But mine is sorta sentimental to me. So why not.  So now I have brought my old Mag back into service. I like it in my vehicle. It gives great light & the 3C can be used as a last ditch self defense tool too. The smaller lights are nice but not much for smacking a knuckle head with if necessary.,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,I bought this to upgrade a MagLite with 3 D Cells.  There is a retaining ring that you have to unscrew on the flashlight and then you replace the bulb.  The bulb fits into a cylindrical sleeve.  The fit was so tight that initially I couldn't get it in and was thinking about returning the bulb.  I finally pushed very hard and forced it in.  It fit but just barely.  Once in it worked like a champ.,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,I would've given this a 5-star rating except for one little problem. If your 2-D cell maglite flashlight uses the newer type bulb which is like the little plug-in mini maglite type bulb that sits inside of a plastic adapter which is held in place with the screw-in metal collar be aware that the collar will NOT fit over this bulb.  I was kind of bummed because of this thinking I'd have to return it. But I got one of my older maglites that used the regular flashlight bulb and took that screw-in collar off and tried it on my newer maglite. Fortunately the thread used on both retainer collars is the same so when I tried it on this lamp it worked fine. Apparently the inside of the retainer collar is narrower with the newer style maglites so if you have an older conventional bulb style model this LED replacement will work fine. Great light output with longer battery life!,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,This LED lamp fit perfectly in my 3 cell MagLite.  its a bit brighter and has a whiter color than the incandescent bulb.  I expect the batteries will last longer due to better efficiency.,N,N,,,
B001I9TI4Q,I have a vintage corrugated aluminium glass lens 2d flashlight will this fit?,Holy smokes let there be light.This thing shatters night into day real quick.It will BLIND a man good no problem. Uh BONUS !Sorry bad guys.You will be smart to get a glass lens replacement for your stock plastic.Why? Let me know how it smells when it starts melting.That's why.,N,N,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,Good Adapter does the job. The metal is case hardened and it grips the bits with good force when tightened.,N,N,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,From my experience this should be built into any rotary tool design. This fit on my Black & Decker RTX-B without issue.,N,N,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,very handy,N,N,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,I bought this when I purchased the drill press for dremel tools so I could easily change out bits while the tool was in the press.  It works just like a keyless chuck on a regular drill but you do still have to press in the spindle lock to fully tighten this while it is on the tool.  It works just as I expected it to!,N,Y,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,this is a good chuck. saves time looking for wrench.If you do a lot of changingI would recommend you get this chuck.,N,N,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,I;m new to the Dremel world and just learning about the various accessories available.  The keyless chuck is a must have.  It installs easily and works with a variety of bits.  Worth it.,N,Y,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,The threaded shaft of the Alltrade rotary tool is too big for this chuck.  I wish there was another (larger) keyless chuck to fit the Alltrade tool.,N,N,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,this tool makes changing bits on your rotary tool way faster and easier.  Works just like a keyless chuck on a full size drill.  They are great just for ease of use.,N,Y,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,It was so quick and easy to change my bits the keyless chuck turns smoothly and holds onto the bits nice and tight.,N,Y,,,
B0000302ZV,do you have a chuck for a dremel 7300-n8 keyless chuck,If you use your Dremel tool alot like those of us that have come to appreciate how useful and the heck did we get things done without it all these years.  Then I honestly recommend you get this keyless chuck replacement so you don't have to fuss around with the different size collets and the little collet wrench. You can quickly change out your drill bits grinding wheels cut off wheels wire brush etc with this keyless chuck.  Easy to do unscrew the collet cap remove the collet then screw this in place and you are done and ready to use this keyless chuck with any bit. Just insert bit hand tighten the chuck as you lock out the tip from rotating as you tighten and your done and ready to use.  I also have the Black and Decker rotary tool (I gave that rotary tool high marks too in one of my other reviews. )  This keyless chuck head screws right on to that Black and Decker Rotary tool easily.  With it you have made your Dremel/rotary tool  with this keyless chuck more of the reach for tool that it is without the hesitation and headaches of different size collets to switch out. This keyless chuck saves time when using your Dremel. It is worth it and you will never return to using the collet!!!,N,Y,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,Good batteries every single one was there cant judge on the life span yet but good deal.. time will tell..,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,some of the best Streamlight 85177 CR123A Lithium Batteries 12-Pack money can buy will buy somemore . . . .. .,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,Arrived quicker than expected no issues with the battery yet,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,I bought the batteries to store for my StreamlightPT2L and Streamlight Sidewinder Compact the batteries were manufactured around the end of July/beginning of August and since they have a 10 year shelf life I should be good to go for quite some time.I would buy these batteries again probably in a few years when I have need for them again.  Thank you amazon and syreamlight for providing quality bulk cr123a batteries at an affordable price.,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,I use these in my weather station and two high powered personal flashlights.  They last ~ 6-8 months in the weather station (outside up on a 30 foot tower) and about a year in the flashlights (under &#34;normal/occasional&#34; use).  Price is very competetive and I've found these equal to or better than the &#34;name brand&#34; batteries of the same size.,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,Got these to replace my surefire battery in my Fenix PD20.  It may just be that I have nothing to compare them to now and I didn't use the flashlight for some time while I waited to get these but I could swear I don't get the same light output as I did with the surefires.  Oops.  Trying to save a few bucks may have been a mistake.  I'm really not entirely sure just seems that way.  Nice price but I'm not certain I made the right decision.  They do work in the flashlight so...I don't know.  Guess I'm sort of ambivalent about them.,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,You need to fuel them.  This for the price is a great measure for those of us who are too damn lazy to mind our charging cycles.,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,Great batteries for a good price (with prime shipping) and they are made in the U.S.A. What more could you ask for besides a dollar or two cheaper? I checked double checked all of the batteries in the box to make sure that they were fully charged and they are.I have ordered these batteries from Streamlight in the past and will continue to order these same batteries in the future!Would recommend them to anyone who needs these batteries for a flashlight or optics system!,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,Great buy for the price.  These are the most expensive batteries but due to work I always need this size for my flashlights.  Not much to say they are just batteries but they came well packaged and very quick....  Good buy...,N,N,,,
B000IXCO8K,are these the same as the CR2 batteries.I need them for my viridian C5 laser,These work beautifully. Excellent for my surefire lights and streamlight.Best thing about this product is the price. A few dollars less than the surefire cells with the same level of power and use. Can't beat it.,N,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,A person kind of knows when they pay cheap they get cheap. I already anticipated this out of the gate. I don't used this type of tool often so that isn't a big issue. They are functional and good for finding microscopic slivers not easily seen by regular eyesight.,Y,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,not much to say other than it works the color is not the same as the picture but for doing small solder work it should come in handy,Y,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,No problems with this magnifier at all.  Works 100% great; however packaging has a lot left to be desired.  I sincerely do not know who to blame The shipper or the shipping company.The magnifier was completely out of the container.  The left  head screw will not hold it is stripped.I did not want to complain and go through the hassle of sending back & forth.The magnification is stupendous utilized in three different categories which is extremely helpful.AnthonyBurlington MA.,Y,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,Bad eyesight in one eye and this fixed that when messing with my watches or any other eye straining stuff. Well priced and with care should last a long time.,Y,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,I have a pair of relatively simplistic Magnifiers that I have been using for a variety of things including electronics projects. They were okay but I had to wear a light on my head above the magnifier and then if I wanted to look at something without them I would have to take off the light take off the magnifier and then put on my reading glasses.  Then if I wanted to see something really close I would get out my loupe and look at whatever I was working on with them.  It was a very cumbersome process. This simplifies everything so much I can't get over it. There are two level of magnification.  Of course the light is built in and there is a loupe attached for really close work.  Then if you want to look at something without magnification you just flip up the lens portion. Then when you want magnification you flip it down again.  You can move the loupe in and out of you field of vision easily also.  One person felt that these were tight on the forehead.  It didn't seem that way to me but then what I was using was much less comfortable than these.  Believe me when I tell you I am very excited about this purchase.  These have made my life a lot easier.  I would highly recommend these to anyone.  You just can't do better than this for the price.  I've never been happier with a purchase.,Y,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,Not sure why my last review never showed up but I'll try again. These have helped me a bunch with small projects. While I don't think these may be an all day comfort style head magnifier I certainly can't complain here. I was not sure how good these would be but I'm very satisfied with these for the money. Quality tested by the mail carrier besides he was not kind to them and too lazy to walk 5 feet more in order to set them on my porch instead he tossed them there.  Now; there contained a soft cover book over an inch thick smashing on top of them and they didn't break so the plastic seems tough for sure.,Y,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,I really like these and should probably order a couple more sets for around the house and back in the shop. When you need them they are there. Bright clear and the extra eye piece really lets you focus in on your work.,Y,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,Works as it should and the  small eye magnifier easily relocates on the other side. Only down side to this unit is that as much as I would push the magnifier up and over the head it would not stay there. Everytime I moved my head the thing would fall over my eyes again. Tried tightening it to no avail.,Y,N,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,Works well for soldering and doing some fine electronics work.  Have gotten used to wearing them and they work great the only downside is that the 'flip down lens' is a little bit funky to do while wearing them and is not going to hold up to repeated use (not a huge issue for me as I'll leave them down).  Fits over my large frame glasses just fine.  If your going to use these every day they may not stand up well (I'm a bit hard on things) but for periodic/recreational/hobby/intermittent use they should work just fine!,Y,Y,,,
B003UCODIA,CAN YOU WEAR THEM OVER YOUR OWN EYE GLASSES,For the price i thought it wouldn&#8217;t be a great magnifier but i was really surprised that it actually works pretty well.I wear glasses so i was concerned that i couldn&#8217;t use them but it fits over them without a problem.The band is a little uncomfortable to wear but some padding really helps might also be my smallish head.The magnifiers aren&#8217;t the best quality and suffer from fringing but for the price....its not bad.,Y,N,,,
B000IXAJVY,Stupid question but I am at a loss. I believe the batteries go in one end of the flashlight but I can not get it opened. Is that where they go?,We have had this for five years and it's still working most excellently.  It's bright heavy and solid.  What more do you need!,Y,N,,,
B000IXAJVY,Stupid question but I am at a loss. I believe the batteries go in one end of the flashlight but I can not get it opened. Is that where they go?,This light is Very bright and casts a beam quite a long way. Dimly lights up trees almost 100 yards away.Brightly lights up anything 50 yards away.,Y,N,,,
B000IXAJVY,Stupid question but I am at a loss. I believe the batteries go in one end of the flashlight but I can not get it opened. Is that where they go?,i needed a super bright led magits a good price if you need a basic led.quality productthankx...the star box is broken on my side. 3STARS!!!!!,Y,N,,,
